,Liv-ex 100,US CPI,"TVC_US10Y, 15","FX_GBPUSD, 1M","OANDA_EURUSD, 1M","FX_IDC_GBPEUR, 1M","FX_GBPJPY, 1M","HKEX_DLY_HSI1!, 1M (1)",Dollar Index (DXY),S&P 500 Futures,"CME_MINI_NQ1!, 1M","TVC_USOIL, 1M","PEPPERSTONE_COCOA, 1M",liv-ex Champagne 50,liv-ex Italy 100,liv-ex Rhone 100,liv-ex California 50,liv-ex Investables,Liv-ex Fine Wine 1000,Liv-ex Indices,liv-ex Burgundy 150,liv-ex Bordeaux Legends,US Interest Rate,Wine_ret,CPI_lag_0,CPI_lag_3,CPI_lag_6,CPI_lag_12,Inflation Regime,wine_12m_ret,cum_price,rolling_max,drawdown,momentum_now,momentum_next,momentum_direction_change,wine_vol_12m,US CPI_lag_12,US Interest Rate_lag_6
2015-10-31,240.27,237.838,,1.53418,1.12111,1.3687,185.888,27164.0,95.824,1969.25,4271.75,48.14,3208.0,270.17,216.27,153.68,207.2,261.31,246.47,303.77,303.77,281.61,0.25,0.010004623985875982,237.838,238.654,236.599,237.433,Low CPI,0.010004623985875982,240.27,364.69,-0.3411664701527324,0.010004623985875982,0.044421487603305776,False,0.007946302560753748,237.433,0.25
2015-11-30,236.71,237.336,,1.53418,1.12111,1.3687,185.888,27164.0,95.824,1969.25,4271.75,48.14,3208.0,267.95,214.7,156.09,210.3,258.8,244.55,297.13,297.13,279.55,0.25,-0.007838041747003088,237.336,238.316,237.805,236.151,Low CPI,-0.007838041747003088,236.71,364.69,-0.35092818558227534,-0.007838041747003088,0.05151953690303901,True,0.00909531120144351,236.151,0.25
2015-12-31,238.26,236.525,,1.53418,1.12111,1.3687,185.888,27164.0,95.824,1969.25,4271.75,48.14,3208.0,270.07,214.57,155.25,219.1,260.04,245.22,294.87,294.87,280.38,0.5,-0.0010062893081761448,236.525,237.945,238.638,234.812,Low CPI,-0.0010062893081761448,238.26,364.69,-0.3466780004935699,-0.0010062893081761448,0.06299115913555986,True,0.009328802773622942,234.812,0.25
2016-01-31,240.87,236.916,,1.23299,1.05204,1.1725,144.285,21962.0,102.21,2236.25,4864.0,53.87,2139.5,269.78,217.1,156.57,209.1,263.6,247.8,296.66,296.66,284.47,0.5,-0.009010120957788192,236.916,237.838,238.654,233.707,Low CPI,-0.009010120957788192,240.87,364.69,-0.339521237215169,-0.009010120957788192,0.11448452967733913,True,0.008008294216277977,233.707,0.25
2016-02-29,243.7,237.111,,1.448,1.11319,1.3014,160.29399999999998,21962.0,95.891,2095.0,4524.25,48.85,3024.0,274.82,219.74,156.92,207.2,266.45,249.3,299.16,299.16,285.1,0.5,0.006567262814423103,237.111,237.336,238.316,234.722,Low CPI,0.006567262814423103,243.7,364.69,-0.3317612218596616,0.006567262814423103,0.1456298626055288,False,0.008688986621000379,234.722,0.25
2016-03-31,250.12,238.132,,1.22422,1.09814,1.1149,128.31699999999998,22905.0,98.445,2120.0,4796.75,46.74,2736.0,274.57,219.79,158.68,222.6,272.18,253.59,303.51,303.51,290.11,0.5,0.03771314774094514,238.132,236.525,237.945,236.119,Low CPI,0.03771314774094514,250.12,364.69,-0.31415722942773316,0.03771314774094514,0.1637906062487069,False,0.01124017225666361,236.119,0.25
2016-04-30,252.75,239.261,,1.22422,1.09814,1.1149,128.31699999999998,21774.0,99.606,2120.0,4796.75,46.74,2736.0,275.03,218.93,160.5,215.8,275.42,254.78,302.34,302.34,290.16,0.5,0.044421487603305776,239.261,236.916,237.838,236.599,Low CPI,0.044421487603305776,252.75,364.69,-0.30694562505141354,0.044421487603305776,0.21263578474216516,False,0.011440590233125396,236.599,0.25
2016-05-31,254.31,240.229,,1.22422,1.09814,1.1149,128.31699999999998,21774.0,99.606,2120.0,4796.75,46.74,2736.0,278.21,219.77,159.3,218.1,277.31,255.79,304.79,304.79,294.2,0.5,0.05151953690303901,240.229,237.111,237.336,237.805,Low CPI,0.05151953690303901,254.31,364.69,-0.30266801941374866,0.05151953690303901,0.25127793502598106,False,0.011375909110821916,237.805,0.25
2016-06-30,259.71,241.018,,1.22422,1.09814,1.1149,128.31699999999998,21774.0,99.606,2120.0,4796.75,46.74,2736.0,281.51,223.97,160.82,226.9,283.31,264.35,320.63,320.63,307.14,0.5,0.06299115913555986,241.018,238.132,236.525,238.638,Low CPI,0.06299115913555986,259.71,364.69,-0.287860922975678,0.06299115913555986,0.24792243767313016,False,0.012307451085015374,238.638,0.5
2016-07-31,269.07,240.628,,1.22422,1.09814,1.1149,128.31699999999998,21774.0,99.606,2120.0,4796.75,46.74,2736.0,289.56,228.51,164.72,234.4,295.97,273.3,330.57,330.57,319.38,0.5,0.11448452967733913,240.628,239.261,236.916,238.654,Low CPI,0.11448452967733913,269.07,364.69,-0.2621952891496888,0.11448452967733913,0.24996886287208864,False,0.013944742549703865,238.654,0.5
2016-08-31,276.83,240.849,,1.22422,1.09814,1.1149,128.31699999999998,21774.0,99.606,2120.0,4796.75,46.74,2736.0,293.79,231.67,167.06,228.8,304.4,281.62,340.41,340.41,335.05,0.5,0.1456298626055288,240.849,240.229,237.111,238.316,Low CPI,0.1456298626055288,276.83,364.69,-0.24091694315720202,0.1456298626055288,0.24029544521953228,False,0.014747273233359946,238.316,0.5
2016-09-30,281.23,241.428,,1.22422,1.09814,1.1149,128.31699999999998,21774.0,99.606,2120.0,4796.75,46.74,2736.0,302.52,235.18,169.03,233.6,309.13,285.3,345.03,345.03,336.82,0.5,0.1637906062487069,241.428,241.018,238.132,237.945,Low CPI,0.1637906062487069,281.23,364.69,-0.2288519016150703,0.1637906062487069,0.21661602430833193,False,0.014332434084955433,237.945,0.5
2016-10-31,291.36,241.729,,1.22422,1.09814,1.1149,128.31699999999998,21774.0,99.606,2120.0,4796.75,46.74,2736.0,313.57,247.12,171.68,239.4,319.13,293.6,353.11,353.11,343.94,0.5,0.21263578474216516,241.729,240.628,239.261,237.838,Low CPI,0.21263578474216516,291.36,364.69,-0.20107488551920805,0.21263578474216516,0.19758654797230468,False,0.01449100332176836,237.838,0.5
2016-11-30,296.19,241.353,,1.22422,1.09814,1.1149,128.31699999999998,21774.0,99.606,2120.0,4796.75,46.74,2736.0,326.06,244.64,170.7,240.7,322.79,296.6,361.94,361.94,348.12,0.5,0.25127793502598106,241.353,240.849,240.229,237.336,Low CPI,0.25127793502598106,296.19,364.69,-0.18783076037182267,0.25127793502598106,0.19515551885494076,False,0.010703143184485434,237.336,0.5
2016-12-31,297.33,241.432,,1.22422,1.09814,1.1149,128.31699999999998,21774.0,99.606,2120.0,4796.75,46.74,2736.0,323.12,244.11,173.92,243.4,323.35,299.8,371.4,371.4,350.16,0.75,0.24792243767313016,241.432,241.428,241.018,236.525,Low CPI,0.24792243767313016,297.33,364.69,-0.18470481779045222,0.24792243767313016,0.18247275807631613,False,0.011010447345432713,236.525,0.5
2017-01-31,301.08,242.839,,1.35035,1.20025,1.1245,152.14499999999998,29948.0,92.124,2676.0,6408.75,60.09,1895.6,329.73,250.88,176.36,247.6,325.87,301.24,372.05,372.05,347.08,0.75,0.24996886287208864,242.839,241.729,240.628,236.916,Low CPI,0.24996886287208864,301.08,364.69,-0.1744221119306809,0.24996886287208864,0.1417846657003754,False,0.010914649375029808,236.916,0.5
